location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
6267,"Adana - Çatalan","so2",3,"µg/m³","2017-08-14T20:00:00Z","2017-08-14T23:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-14T21:00:00Z","2017-08-15T00:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-14T22:00:00Z","2017-08-15T01:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-14T23:00:00Z","2017-08-15T02:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T00:00:00Z","2017-08-15T03:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T01:00:00Z","2017-08-15T04:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T02:00:00Z","2017-08-15T05:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T03:00:00Z","2017-08-15T06:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T04:00:00Z","2017-08-15T07:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T05:00:00Z","2017-08-15T08:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T06:00:00Z","2017-08-15T09:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T07:00:00Z","2017-08-15T10:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",3,"µg/m³","2017-08-15T08:00:00Z","2017-08-15T11:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T09:00:00Z","2017-08-15T12:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",5,"µg/m³","2017-08-15T10:00:00Z","2017-08-15T13:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",5,"µg/m³","2017-08-15T11:00:00Z","2017-08-15T14:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",5,"µg/m³","2017-08-15T12:00:00Z","2017-08-15T15:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",6,"µg/m³","2017-08-15T13:00:00Z","2017-08-15T16:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",5,"µg/m³","2017-08-15T14:00:00Z","2017-08-15T17:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T15:00:00Z","2017-08-15T18:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",5,"µg/m³","2017-08-15T16:00:00Z","2017-08-15T19:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T17:00:00Z","2017-08-15T20:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T20:00:00Z","2017-08-15T23:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T21:00:00Z","2017-08-16T00:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T22:00:00Z","2017-08-16T01:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-15T23:00:00Z","2017-08-16T02:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",3,"µg/m³","2017-08-16T01:00:00Z","2017-08-16T04:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",3,"µg/m³","2017-08-16T02:00:00Z","2017-08-16T05:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T04:00:00Z","2017-08-16T07:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T05:00:00Z","2017-08-16T08:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T06:00:00Z","2017-08-16T09:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T07:00:00Z","2017-08-16T10:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T08:00:00Z","2017-08-16T11:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T09:00:00Z","2017-08-16T12:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T10:00:00Z","2017-08-16T13:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T11:00:00Z","2017-08-16T14:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",7,"µg/m³","2017-08-16T14:00:00Z","2017-08-16T17:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",6,"µg/m³","2017-08-16T15:00:00Z","2017-08-16T18:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",5,"µg/m³","2017-08-16T16:00:00Z","2017-08-16T19:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T17:00:00Z","2017-08-16T20:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T18:00:00Z","2017-08-16T21:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T19:00:00Z","2017-08-16T22:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T20:00:00Z","2017-08-16T23:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T21:00:00Z","2017-08-17T00:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-16T23:00:00Z","2017-08-17T02:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T01:00:00Z","2017-08-17T04:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T02:00:00Z","2017-08-17T05:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T03:00:00Z","2017-08-17T06:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T04:00:00Z","2017-08-17T07:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T05:00:00Z","2017-08-17T08:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T06:00:00Z","2017-08-17T09:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",5,"µg/m³","2017-08-17T08:00:00Z","2017-08-17T11:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",5,"µg/m³","2017-08-17T09:00:00Z","2017-08-17T12:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",5,"µg/m³","2017-08-17T10:00:00Z","2017-08-17T13:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",7,"µg/m³","2017-08-17T11:00:00Z","2017-08-17T14:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",7,"µg/m³","2017-08-17T12:00:00Z","2017-08-17T15:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",5,"µg/m³","2017-08-17T14:00:00Z","2017-08-17T17:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",5,"µg/m³","2017-08-17T15:00:00Z","2017-08-17T18:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T16:00:00Z","2017-08-17T19:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T17:00:00Z","2017-08-17T20:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T18:00:00Z","2017-08-17T21:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T19:00:00Z","2017-08-17T22:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T20:00:00Z","2017-08-17T23:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T21:00:00Z","2017-08-18T00:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T22:00:00Z","2017-08-18T01:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-17T23:00:00Z","2017-08-18T02:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-18T02:00:00Z","2017-08-18T05:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-18T03:00:00Z","2017-08-18T06:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-18T04:00:00Z","2017-08-18T07:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-18T05:00:00Z","2017-08-18T08:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-18T06:00:00Z","2017-08-18T09:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-18T07:00:00Z","2017-08-18T10:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-18T08:00:00Z","2017-08-18T11:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",6,"µg/m³","2017-08-18T09:00:00Z","2017-08-18T12:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",23,"µg/m³","2017-08-18T14:00:00Z","2017-08-18T17:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",5,"µg/m³","2017-08-18T15:00:00Z","2017-08-18T18:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-18T16:00:00Z","2017-08-18T19:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-18T18:00:00Z","2017-08-18T21:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-18T19:00:00Z","2017-08-18T22:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-18T20:00:00Z","2017-08-18T23:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-18T21:00:00Z","2017-08-19T00:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-18T22:00:00Z","2017-08-19T01:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-18T23:00:00Z","2017-08-19T02:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T00:00:00Z","2017-08-19T03:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T01:00:00Z","2017-08-19T04:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T02:00:00Z","2017-08-19T05:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T03:00:00Z","2017-08-19T06:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T04:00:00Z","2017-08-19T07:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T05:00:00Z","2017-08-19T08:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T06:00:00Z","2017-08-19T09:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T08:00:00Z","2017-08-19T11:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T09:00:00Z","2017-08-19T12:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T10:00:00Z","2017-08-19T13:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T12:00:00Z","2017-08-19T15:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T13:00:00Z","2017-08-19T16:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T14:00:00Z","2017-08-19T17:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T15:00:00Z","2017-08-19T18:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T16:00:00Z","2017-08-19T19:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T17:00:00Z","2017-08-19T20:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T18:00:00Z","2017-08-19T21:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T19:00:00Z","2017-08-19T22:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T20:00:00Z","2017-08-19T23:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T21:00:00Z","2017-08-20T00:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-19T23:00:00Z","2017-08-20T02:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T00:00:00Z","2017-08-20T03:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T01:00:00Z","2017-08-20T04:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T03:00:00Z","2017-08-20T06:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T04:00:00Z","2017-08-20T07:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T05:00:00Z","2017-08-20T08:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T06:00:00Z","2017-08-20T09:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T07:00:00Z","2017-08-20T10:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T08:00:00Z","2017-08-20T11:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T09:00:00Z","2017-08-20T12:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T10:00:00Z","2017-08-20T13:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T11:00:00Z","2017-08-20T14:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T12:00:00Z","2017-08-20T15:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T13:00:00Z","2017-08-20T16:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T14:00:00Z","2017-08-20T17:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T15:00:00Z","2017-08-20T18:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T16:00:00Z","2017-08-20T19:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T17:00:00Z","2017-08-20T20:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T18:00:00Z","2017-08-20T21:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T19:00:00Z","2017-08-20T22:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T20:00:00Z","2017-08-20T23:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T21:00:00Z","2017-08-21T00:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",0,"µg/m³","2017-08-20T23:00:00Z","2017-08-21T02:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-22T01:00:00Z","2017-08-22T04:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-22T02:00:00Z","2017-08-22T05:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-22T03:00:00Z","2017-08-22T06:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
6267,"Adana - Çatalan","so2",4,"µg/m³","2017-08-22T04:00:00Z","2017-08-22T07:00:00+03:00","Europe/Istanbul",37.1867016284142,35.2645857632489,,,,"Unknown Governmental Organization","Türkiye"
